Code,Name,Color,ImageUrl
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-marble?variant=593612421770850307"";""13103"")",PLA Marble,White Marble,https://store.bblcdn.eu/s8/default/4e0e917163c74709bf7e3cc60cbef832/PLA-Marble_White.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-metal?variant=593615986438516738"";""13600"")",PLA Metal,Cobalt Blue Metallic,https://store.bblcdn.eu/s8/default/a8cb6b37d9d8430b88743d1784093c1a/A02-B2-1.75-1000-spl.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-metal?variant=593615986438516739"";""13500"")",PLA Metal,Oxide Green Metallic,https://store.bblcdn.eu/s8/default/592d0afef1d1417f908e99181ad94db4/PLA-Metal_Oxide-Green-Metallic.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-metal?variant=593615986438516740"";""13400"")",PLA Metal,Iridium Gold Metallic,https://store.bblcdn.eu/s8/default/03f995ce7cb24c15a0b026076988dc1f/PLA-Metal_Iridium-Gold-Metallic.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-metal?variant=593615986438516741"";""13800"")",PLA Metal,Copper Brown Metallic,https://store.bblcdn.eu/s8/default/6d9d1a6196324ee5ac96fc3ddf84ae81/PLAMetalcopperbrown.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-metal?variant=593615986438516742"";""13100"")",PLA Metal,Iron Gray Metallic,https://store.bblcdn.eu/s8/default/81177d39a94244df8e6f2807a687fc20/PLAMetalIrongray.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-galaxy?variant=593612414334349314"";""13602"")",PLA Galaxy,Purple,https://store.bblcdn.eu/s8/default/5a46d227df6e4ed4bbe44dd87d31d069/purle.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-galaxy?variant=593612414334349315"";""13503"")",PLA Galaxy,Green,https://store.bblcdn.eu/s8/default/86d2f24a74004fe1846ea41d71223759/green.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-galaxy?variant=593612414334349316"";""13504"")",PLA Galaxy,Nebulae,https://store.bblcdn.eu/s8/default/7453a99a8c4f42058c3aa3dab3ca312b/Nublae.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-galaxy?variant=593612414334349317"";""13203"")",PLA Galaxy,Brown,https://store.bblcdn.eu/s8/default/36a829ff274341bfbb567dbce64b2f8b/brown.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-glow?variant=593611508473737218"";""15300"")",PLA Glow,Glow Orange,https://store.bblcdn.eu/s8/default/043e37328a0a4b428546f3c3b135221e/e40cbbf6e7fed96557d8e2be99e4b9cf_874f9392-3fe3-4c65-87cc-91b158674eb3.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-glow?variant=593611508473737219"";""15400"")",PLA Glow,Glow Yellow,https://store.bblcdn.eu/s8/default/853cbec5ed3a42869b1b4b071e0ec808/6fdaecdc33b9371fb7c326d4bd52932b.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-glow?variant=593611508473737220"";""15500"")",PLA Glow,Glow Green,https://store.bblcdn.eu/s8/default/4cffb4e77bab4384b32fc327a60bc1f2/4fefbcd44633bcd5e4f4663eafb78c3c_cb3f9dbb-235b-4e7d-83ab-6cbecb7aa5bf.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-glow?variant=593611508473737221"";""15200"")",PLA Glow,Glow Pink,https://store.bblcdn.eu/s8/default/6b2bccd25c894f88b9ef2ca7ca0da760/5d4ad98b7e6fd7642323ef49163d8697_0f3e6424-4115-4337-952a-bedfc997a747.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-glow?variant=593611508473737222"";""15600"")",PLA Glow,Glow Blue,https://store.bblcdn.eu/s8/default/0af6c7922e664861b88232425e2fd31a/697ef5c2066bf49f4df46a227b1a93c1_7e4c0733-bbcc-4258-9a3f-7d178fb91191.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-aero?variant=593613993984733186"";""14102"")",PLA Aero,White,https://store.bblcdn.eu/s8/default/c2e94607bb684af49bcaa25ec9dac8da/AERO_bc503e27-6fed-4b8e-a505-342f6050dc27.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-aero?variant=593613993984733187"";""14104"")",PLA Aero,Gray,https://store.bblcdn.eu/s8/default/8e976f811e3c4a7c8b01d8f2938bedbb/Aero_1.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167490"";""53600"")",TPU for AMS,Blue,https://store.bblcdn.eu/s8/default/5b848554718b444faa29355ce6f54264/d4fb1dd751904e1ea09d142c68d7ec36.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167491"";""53102"")",TPU for AMS,Gray,https://store.bblcdn.eu/s8/default/d18b6d8931dc4602b1b677aa5aeb471e/1_5375ac46-09e0-4b5e-b708-89c44a7ac151.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167492"";""53101"")",TPU for AMS,Black,https://store.bblcdn.eu/s8/default/652b55d597184e208bda6486d980c2cf/7.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167493"";""53400"")",TPU for AMS,Yellow,https://store.bblcdn.eu/s8/default/740f8480479e49f88878d05e691911ea/3_ceb63b89-77a8-4055-a4fa-5aad0dda7d0e.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167494"";""53200"")",TPU for AMS,Red,https://store.bblcdn.eu/s8/default/5217dfae130240cd80db7251b68f71a3/2_907c4fb7-2389-4459-9751-ee8dbcf01b1d.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167495"";""53500"")",TPU for AMS,Neon Green,https://store.bblcdn.eu/s8/default/20aaaeb3e69a4c3092a3ccbddc365306/5_edbdfcc8-87bc-446a-ac5d-0693f01cb177.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-for-ams?variant=593614704399167496"";""53100"")",TPU for AMS,White,https://store.bblcdn.eu/s8/default/380ce7dfc6f14932ad964b8028adf14f/4_74fce0cf-2101-4222-8582-53a2ed58dad4.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-95a-hf?variant=593616967859515394"";""51102"")",TPU 95A HF,White,https://store.bblcdn.eu/s8/default/59379e6c40124c21bc7dd55245fb1ebe/TPUHF_1.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-95a-hf?variant=593616967859515395"";""51101"")",TPU 95A HF,Gray,https://store.bblcdn.eu/s8/default/50233816f71d475dae5b3df8d6d4a530/TPUHF_5.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-95a-hf?variant=593616967859515396"";""51400"")",TPU 95A HF,Yellow,https://store.bblcdn.eu/s8/default/a2df175f431f48d09753189e9f6bd381/TPUHF_4.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-95a-hf?variant=593616967859515397"";""51600"")",TPU 95A HF,Blue,https://store.bblcdn.eu/s8/default/9f817107fad0475783e5a6c0076f239b/TPUHF_6.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-95a-hf?variant=593616967859515398"";""51200"")",TPU 95A HF,Red,https://store.bblcdn.eu/s8/default/f8f223f9d4d44bbc856145e4b8329965/TPUHF_3.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-95a-hf?variant=593616967859515399"";""51100"")",TPU 95A HF,Black,https://store.bblcdn.eu/s8/default/2ef8657197de4f779670f1d5c29d2d6e/TPUHF_2.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=593614659620777987"";""51900"")",TPU 85A / TPU 90A,Frozen,https://store.bblcdn.eu/s8/default/1e1048e6c51a40baaec67935567df949/TPU_90_Frozen.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=593614659620777988"";""51901"")",TPU 85A / TPU 90A,Blaze,https://store.bblcdn.eu/s8/default/ac8b16c76ee44b50adc7e812d9a6d227/TPU_90_Blaze.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=593614659620777989"";""51103"")",TPU 85A / TPU 90A,Black,https://store.bblcdn.eu/s8/default/4226afe319284c829f403eebd47c379e/TPU_90_BK.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=593614659620777990"";""51105"")",TPU 85A / TPU 90A,White,https://store.bblcdn.eu/s8/default/1eeceedbdb53455aa251f4d32daa0017/TPU_90_White.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=593614659620777991"";""51500"")",TPU 85A / TPU 90A,Light Cyan,https://store.bblcdn.eu/s8/default/2077996651f24854be2961775f311286/TPU_85_Cyan.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=593614659620777992"";""51305"")",TPU 85A / TPU 90A,Neon Orange,https://store.bblcdn.eu/s8/default/6ee88b1694a140b6bb0ffa1ac3d38f8d/TPU_85_Orange.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=682714606946189312"";""51700"")",TPU 85A / TPU 90A,Grape Jelly,https://store.bblcdn.eu/s8/default/14c747cef36040bda1a8f7caffaa48cf/grape_jelly.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=682714606946189313"";""51601"")",TPU 85A / TPU 90A,Crystal Blue,https://store.bblcdn.eu/s8/default/0c15199091134d2f92c0ea8ee90a5e51/Crystal_Blue.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=682714606946189314"";""51800"")",TPU 85A / TPU 90A,Cocoa Brown,https://store.bblcdn.eu/s8/default/8ab92eac89be46ed872419cd6a0ec0a1/Cocoa_Brown.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=682714606946189315"";""51107"")",TPU 85A / TPU 90A,Black,https://store.bblcdn.eu/s8/default/2e5453e39da34b45b5d8e6d54ae7fcf4/BLACK.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=682714606946189316"";""51201"")",TPU 85A / TPU 90A,Flesh,https://store.bblcdn.eu/s8/default/5c2b2d6f888c4340aff00c078acd0db3/flesh.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/tpu-85a-tpu-90a?variant=682714606946189317"";""51501"")",TPU 85A / TPU 90A,Lime Green,https://store.bblcdn.eu/s8/default/e1f3d4ef598b42a2995f220718893d32/lime_green_(2).jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761556995"";""14500"")",PLA-CF,Matcha Green,https://store.bblcdn.eu/s8/default/6c62179718bc473c94f3e629543e001b/c0f99c4f6c04f5422dcd8db2da060392.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761556996"";""14200"")",PLA-CF,Burgundy Red,https://store.bblcdn.eu/s8/default/fb7d3357a1f2448fbf7ee228403836c6/a607d88492630a4fc0e1169570fcd150.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761556997"";""14600"")",PLA-CF,Jeans Blue,https://store.bblcdn.eu/s8/default/17c7bab7e34442779bcd8b1a22d05a31/5330081a75ef62e73afe0929195b72b8.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761556998"";""14101"")",PLA-CF,Lava Gray,https://store.bblcdn.eu/s8/default/471d503abb5548aa8a14f6488ff44521/83c1bc164a2861ecc083568a0b017ba0.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761556999"";""14100"")",PLA-CF,Black,https://store.bblcdn.eu/s8/default/9b5332fbd84e4dbabe435ca440a0469e/PLA-CFBlack.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761557000"";""14601"")",PLA-CF,Royal Blue,https://store.bblcdn.eu/s8/default/c627f77676e64754aa1c39204169ba66/20250710-180051.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pla-cf?variant=593617632761557001"";""14700"")",PLA-CF,Iris Purple,https://store.bblcdn.eu/s8/default/cdff4f83dd1445358f97cf61e7b20f49/PLA-CFIrisPurple.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/petg-cf?variant=593615963831218179"";""31700"")",PETG-CF,Violet Purple,https://store.bblcdn.eu/s8/default/7e67cea6705a4709a7452e1b0fb113e4/PETG-CFpurp_37ad5532-5d64-4eb9-90b0-d183f2511e9e.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/petg-cf?variant=593615963831218180"";""31500"")",PETG-CF,Malachite Green,https://store.bblcdn.eu/s8/default/7af488e27ef4497f9c95b7a163e894a5/PETG-CFgreen.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/petg-cf?variant=593615963831218181"";""31600"")",PETG-CF,Indigo Blue,https://store.bblcdn.eu/s8/default/8a5d906e6f87465bb8145dbf2a0e4d91/PETG-CFblue.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/petg-cf?variant=593615963831218182"";""31100"")",PETG-CF,Black,https://store.bblcdn.eu/s8/default/bbd4bfa0fdc94a689e0604a216e4c892/PETG-CF.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/petg-cf?variant=593615963831218183"";""31101"")",PETG-CF,Titan Gray,https://store.bblcdn.eu/s8/default/54bad3d608524461a7866c714fd3cb25/20231023-105314.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/petg-cf?variant=593615963831218184"";""31200"")",PETG-CF,Brick Red,https://store.bblcdn.eu/s8/default/d4fba5da57a24ad48c0ec21b4954172d/PETG-CFred.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/abs-gf?variant=593608094457081856"";""41300"")",ABS-GF,Orange,https://store.bblcdn.eu/s8/default/f10c8381233a457abfd61dd3c8bf5554/JP36183.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/abs-gf?variant=593608094457081858"";""41200"")",ABS-GF,Red,https://store.bblcdn.eu/s8/default/6f75a6f6de344df6993108d0bc88a647/JP36182.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/abs-gf?variant=593608094457081860"";""41600"")",ABS-GF,Blue,https://store.bblcdn.eu/s8/default/d4e87d6fc8b642ca838fab31ac2dac1e/ABSgfblue.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/abs-gf?variant=593608094457081861"";""41100"")",ABS-GF,White,https://store.bblcdn.eu/s8/default/b85f799b443c4563be784648f19f29ad/JP36193.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/abs-gf?variant=593608094457081862"";""41102"")",ABS-GF,Gray,https://store.bblcdn.eu/s8/default/058176d776494454a8a8afb2b4b8dbcb/JP36190.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/abs-gf?variant=593608094457081863"";""41101"")",ABS-GF,Black,https://store.bblcdn.eu/s8/default/bf92838cd0584d3e9c806c16bf683127/JP36181.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620546"";""72600"")",PA6-GF,Blue,https://store.bblcdn.eu/s8/default/206b1f9df0a64848becdf721b2541936/JP35952.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620547"";""72200"")",PA6-GF,Orange,https://store.bblcdn.eu/s8/default/933a1cff64f84d30ac1f1b9455c21efa/JP35945.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620548"";""72400"")",PA6-GF,Yellow,https://store.bblcdn.eu/s8/default/94579d760ea34a68b20b1ad614ee84f2/JP35959_1.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620549"";""72500"")",PA6-GF,Lime,https://store.bblcdn.eu/s8/default/26f6a5f2ea7f43328262e3ba447c0d59/JP35966.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620550"";""72800"")",PA6-GF,Brown,https://store.bblcdn.eu/s8/default/c85ca4b7d0904b53a9665a54ca2e5a65/JP35969.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620551"";""72102"")",PA6-GF,White,https://store.bblcdn.eu/s8/default/e0a5bfb6c5174ffd8c79ef3108341610/JP35967.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620552"";""72103"")",PA6-GF,Gray,https://store.bblcdn.eu/s8/default/e86744bd786e49d9a47436ae6bc49bfa/JP35971c.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-gf?variant=593616642016620553"";""72104"")",PA6-GF,Black,https://store.bblcdn.eu/s8/default/13c298ef0394493faae6e291be708252/JP35970c.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pa6-cf?variant=593615735866601475"";""72100"")",PA6-CF,Black,https://store.bblcdn.eu/s8/default/a73fe23577b84ea58c333a714eae4cad/PA6-CF.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/paht-cf?variant=593617213410848771"";""70100"")",PAHT-CF,Black,https://store.bblcdn.eu/s8/default/1adca385b4fd4502b492ed2651908f51/PAHTCFORIGINAL.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pet-cf?variant=593612395476758531"";""71100"")",PET-CF,Black,https://store.bblcdn.eu/s8/default/c69a75229e824ec2a92b2e37f8510b01/pet-cr.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-filament?variant=593613033543643138"";""60103"")",PC,Transparent,https://store.bblcdn.eu/s8/default/c6edead629b04fb48155d9e665c1e7d3/C00-C1-1.75-1000-spl.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-filament?variant=593613033543643139"";""60102"")",PC,Clear Black,https://store.bblcdn.eu/s8/default/45c9fab272e944c0b6244e0462245776/PC_Clear-Black_v2.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-filament?variant=593613033543643140"";""60101"")",PC,Black,https://store.bblcdn.eu/s8/default/e86f0a58cdad4c54b964eda65cc2a03b/PCBlack.png
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-filament?variant=593613033543643141"";""60100"")",PC,White,https://store.bblcdn.eu/s8/default/6c0a68b41caa409683a12e1af1de0c14/PC_White_1.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-fr?variant=593613054418694146"";""63100"")",PC FR,Black,https://store.bblcdn.eu/s8/default/d327d3a6a0514c6093a376e61551c11c/3_2bfbabcc-c211-415c-926b-f5891b308048.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-fr?variant=593613054418694147"";""63101"")",PC FR,White,https://store.bblcdn.eu/s8/default/66205de6aea94b9e8d7a6292d3e7edba/2_65a3ddbd-13a9-444c-9ec8-7707acb88a62.jpg
"=HYPERLINK(""https://eu.store.bambulab.com/products/pc-fr?variant=593613054418694148"";""63102"")",PC FR,Gray,https://store.bblcdn.eu/s8/default/bb78ed96a8354b35942df858bd4b64a0/1_a71ee34c-988e-42db-b355-224daf27e489.jpg
